485,828.318689,B
485,828.330309,B
485,828.346751,B
485,828.362211,B
485,828.378447,B
485,828.394108,B
485,828.410656,B
485,828.426234,B
485,828.442527,B
485,828.458020,B
485,828.474784,B
485,828.490111,B
485,828.506556,B
485,828.522048,B
485,828.538445,B
485,828.554079,B
485,828.570397,B
485,828.586209,B
485,828.602569,B
485,828.618118,B
485,828.634595,B
485,828.650343,B
485,828.666717,B
485,828.682176,B
485,828.698760,B
485,828.714261,B
485,828.730298,B
485,828.746354,B
485,828.762155,B
485,828.778273,B
485,828.794306,B
485,828.810090,B
485,828.826134,B
485,828.844964,B
485,828.860395,B
484,828.876572,B
482,828.892443,B
479,828.908121,B
474,828.923716,B
469,828.940665,B
464,828.955952,B
459,828.972639,B
454,828.986160,B
449,829.002714,B
444,829.018117,B
439,829.034813,B
434,829.050322,B
429,829.066592,B
424,829.082240,B
419,829.098619,B
414,829.114273,B
409,829.152551,B
404,829.166460,B
399,829.182389,B
394,829.198570,B
389,829.216690,B
384,829.232181,B
379,829.249174,B
375,829.264404,B
375,829.280940,B
375,829.294283,B
375,829.310510,B
375,829.326160,B
375,829.342579,B
375,829.358059,B
375,829.374672,B
375,829.390147,B
375,829.406616,B
375,829.422245,B
375,829.441136,B
374,829.456767,B
373,829.472942,B
371,829.488126,B
368,829.504817,B
364,829.520591,B
359,829.534562,B
354,829.550346,B
349,829.567777,B
345,829.584366,B
345,829.600487,B
345,829.614206,B
345,829.630367,B
345,829.646445,B
345,829.662523,B
345,829.678308,B
345,829.694320,B
345,829.710422,B
345,829.726235,B
345,829.742577,B
345,829.758059,B
345,829.774890,B
345,829.790022,B
345,829.806586,B
345,829.822211,B
345,829.838482,B
345,829.854114,B
345,829.870417,B
345,829.886140,B
345,829.902558,B
345,829.918215,B
345,829.934565,B
345,829.950346,B
345,829.966881,B
345,829.982202,B
345,829.998808,B
345,830.014242,B
345,830.030781,B
345,830.046251,B
345,830.062241,B
345,830.079343,B
345,830.095895,B
345,830.111792,B
345,830.127757,B
345,830.144750,B
345,830.159932,B
345,830.174387,B
345,830.191643,B
345,830.208104,B
345,830.224031,B
345,830.240540,B
345,830.254232,B
345,830.270680,B
345,830.286346,B
345,830.302631,B
345,830.318396,B
345,830.334627,B
345,830.350293,B
345,830.366456,B
345,830.382327,B
345,830.399845,B
345,830.415911,B
345,830.432253,B
345,830.448052,B
345,830.464164,B
346,830.478339,B
347,830.496678,B
347,830.512010,B
347,830.528350,B
347,830.542228,B
347,830.558083,B
347,830.574162,B
347,830.590292,B
347,830.606193,B
347,830.622089,B
347,830.638168,B
347,830.654136,B
347,830.670235,B
347,830.686416,B
347,830.702548,B
347,830.718302,B
347,830.734635,B
347,830.750214,B
347,830.766420,B
347,830.782336,B
347,830.798936,B
347,830.814301,B
347,830.830890,B
347,830.846461,B
347,830.862638,B
347,830.878357,B
347,830.894909,B
347,830.910055,B
347,830.926458,B
347,830.942460,B
347,830.958398,B
347,830.974050,B
347,830.990825,B
347,831.006159,B
347,831.022617,B
347,831.038311,B
347,831.054156,B
347,831.070234,B
347,831.086413,B
347,831.102527,B
347,831.118407,B
347,831.134228,B
347,831.150245,B
347,831.166182,B
347,831.182464,B
347,831.198875,B
347,831.214296,B
347,831.230951,B
347,831.246356,B
347,831.262668,B
347,831.278547,B
347,831.294761,B
347,831.310084,B
347,831.326471,B
347,831.342326,B
347,831.358658,B
347,831.374241,B
347,831.390932,B
347,831.406190,B
347,831.422660,B
347,831.438071,B
347,831.454700,B
347,831.470231,B
347,831.486603,B
347,831.502423,B
347,831.518674,B
347,831.534382,B
347,831.550301,B
347,831.566521,B
347,831.582552,B
347,831.598459,B
347,831.614371,B
347,831.630423,B
347,831.646280,B
347,831.662505,B
347,831.678182,B
347,831.694476,B
347,831.709997,B
347,831.726497,B
347,831.742292,B
347,831.758676,B
347,831.774041,B
347,831.790535,B
347,831.806298,B
347,831.822533,B
347,831.838084,B
347,831.854375,B
347,831.870174,B
347,831.886422,B
347,831.902517,B
347,831.918521,B
347,831.936039,B
347,831.950610,B
347,831.966328,B
347,831.982752,B
347,831.998489,B
347,832.014768,B
347,832.030239,B
347,832.046130,B
347,832.063377,B
347,832.078034,B
347,832.094201,B
347,832.110035,B
347,832.126215,B
347,832.142245,B
347,832.158103,B
347,832.174275,B
347,832.190748,B
347,832.206280,B
347,832.222549,B
347,832.238148,B
347,832.254479,B
347,832.270406,B
347,832.286726,B
347,832.302351,B
347,832.318729,B
347,832.334585,B
347,832.351267,B
347,832.366339,B
347,832.382850,B
347,832.398359,B
347,832.414630,B
347,832.430289,B
347,832.446686,B
347,832.462654,B
347,832.478947,B
347,832.494299,B
347,832.510750,B
347,832.526243,B
347,832.542301,B
347,832.558099,B
347,832.574214,B
347,832.590152,B
347,832.606122,B
347,832.622082,B
347,832.638176,B
347,832.654348,B
347,832.670272,B
347,832.687080,B
347,832.702426,B
347,832.718757,B
347,832.734527,B
347,832.750613,B
347,832.766439,B
347,832.782728,B
347,832.798350,B
347,832.815118,B
347,832.830343,B
347,832.847096,B
347,832.862531,B
347,832.879071,B
347,832.894246,B
347,832.910479,B
